menor tamanho: 19

33. 0, 6, 1, 5, 0, 4, 2, 7, 4, 1, 7, 5, 3, 6, 4, 1, 3, 0, 2, 5
34. 0, 5, 2, 7, 4, 1, 6, 3, 1, 7, 5, 3, 0, 4, 2, 0, 6, 4, 1, 5
35. 0, 4, 2, 5, 0, 6, 3, 5, 7, 2, 0, 3, 1, 4, 7, 1, 4, 6, 1, 5
36. 0, 3, 1, 4, 7, 2, 0, 6, 3, 5, 0, 4, 6, 1, 4, 2, 5, 7, 1, 5
37. 0, 3, 6, 0, 2, 4, 6, 1, 5, 2, 7, 5, 0, 4, 1, 7, 4, 1, 3, 5
38. 0, 4, 1, 7, 5, 2, 4, 1, 5, 3, 6, 0, 3, 1, 6, 4, 7, 2, 0, 5
39. 0, 4, 7, 1, 5, 2, 7, 5, 0, 6, 1, 5, 3, 6, 4, 2, 0, 3, 1, 4
40. 0, 6, 3, 1, 6, 4, 2, 5, 7, 4, 1, 5, 3, 0, 4, 1, 7, 2, 0, 5
41. 0, 3, 1, 6, 3, 5, 7, 1, 4, 7, 2, 0, 6, 4, 1, 5, 0, 4, 2, 5
42. 0, 4, 7, 5, 3, 1, 5, 2, 7, 1, 4, 6, 0, 2, 4, 1, 6, 3, 0, 5
43. 0, 6, 3, 5, 2, 0, 4, 7, 2, 4, 1, 3, 0, 5, 7, 1, 6, 4, 1, 5
44. 0, 3, 1, 5, 2, 4, 6, 3, 5, 7, 1, 4, 7, 2, 0, 6, 1, 5, 0, 4
45. 0, 2, 7, 4, 1, 3, 0, 6, 1, 5, 0, 4, 6, 3, 5, 7, 1, 4, 2, 5
46. 0, 4, 1, 3, 5, 7, 2, 0, 3, 6, 4, 7, 1, 4, 2, 5, 0, 6, 1, 5
47. 0, 3, 5, 2, 4, 1, 7, 2, 0, 4, 6, 3, 1, 5, 0, 6, 1, 5, 7, 4
48. 0, 5, 7, 2, 5, 3, 6, 4, 2, 0, 4, 1, 6, 0, 3, 1, 4, 7, 1, 5
49. 0, 4, 2, 7, 4, 1, 3, 6, 1, 5, 0, 2, 5, 7, 1, 5, 3, 0, 6, 4
50. 0, 2, 4, 7, 2, 5, 7, 1, 6, 3, 1, 5, 0, 6, 4, 1, 5, 3, 0, 4
51. 0, 3, 6, 0, 2, 5, 0, 4, 1, 6, 4, 1, 5, 3, 1, 7, 2, 4, 7, 5
52. 0, 4, 7, 1, 4, 2, 0, 6, 1, 3, 6, 4, 1, 5, 7, 2, 5, 3, 0, 5
53. 0, 3, 5, 2, 0, 4, 1, 3, 6, 1, 5, 7, 2, 4, 1, 7, 4, 6, 0, 5
54. 0, 4, 1, 5, 3, 1, 7, 2, 0, 3, 6, 1, 4, 7, 5, 0, 6, 4, 2, 5
55. 0, 2, 7, 1, 3, 5, 2, 4, 6, 3, 0, 4, 1, 5, 7, 4, 1, 6, 0, 5
56. 0, 4, 1, 5, 2, 7, 5, 0, 3, 6, 4, 7, 1, 4, 2, 0, 6, 1, 3, 5
57. 0, 4, 1, 5, 0, 6, 4, 7, 2, 0, 3, 1, 5, 7, 1, 6, 3, 5, 2, 4
58. 0, 5, 2, 0, 6, 3, 5, 7, 2, 4, 1, 7, 4, 6, 1, 3, 0, 4, 1, 5
59. 0, 5, 7, 2, 4, 1, 3, 0, 4, 7, 1, 4, 6, 3, 5, 2, 0, 6, 1, 5
60. 0, 2, 7, 1, 4, 6, 3, 0, 4, 1, 6, 0, 5, 7, 4, 2, 5, 3, 1, 5
61. 0, 5, 2, 0, 4, 1, 3, 6, 1, 5, 3, 0, 6, 4, 1, 7, 2, 4, 7, 5
62. 0, 6, 3, 1, 6, 4, 7, 1, 4, 2, 0, 3, 5, 2, 7, 5, 0, 4, 1, 5
63. 0, 3, 6, 0, 4, 1, 3, 5, 0, 2, 4, 6, 1, 5, 7, 1, 5, 2, 7, 4
64. 0, 2, 5, 7, 4, 2, 7, 1, 3, 6, 4, 1, 6, 0, 3, 5, 0, 4, 1, 5
65. 0, 2, 4, 6, 1, 4, 7, 1, 5, 3, 0, 6, 3, 1, 5, 2, 7, 5, 0, 4
66. 0, 6, 1, 4, 6, 3, 1, 7, 4, 1, 5, 0, 3, 5, 2, 0, 4, 2, 7, 5
67. 0, 3, 5, 7, 1, 4, 7, 2, 5, 0, 4, 2, 0, 6, 1, 3, 6, 4, 1, 5
68. 0, 5, 2, 7, 1, 6, 3, 5, 7, 4, 6, 0, 2, 4, 1, 3, 0, 4, 1, 5
69. 0, 4, 2, 0, 3, 5, 0, 6, 4, 1, 5, 7, 1, 6, 3, 1, 4, 7, 2, 5
70. 0, 6, 1, 7, 2, 0, 4, 1, 3, 0, 5, 7, 4, 2, 5, 3, 6, 4, 1, 5
71. 0, 4, 1, 7, 2, 4, 6, 3, 1, 5, 2, 0, 3, 5, 7, 4, 1, 6, 0, 5
72. 0, 4, 2, 5, 7, 4, 1, 3, 6, 1, 5, 0, 2, 7, 1, 4, 6, 0, 3, 5
73. 0, 3, 1, 4, 7, 2, 0, 4, 1, 5, 2, 4, 6, 3, 5, 0, 6, 1, 7, 5
74. 0, 4, 2, 0, 3, 5, 7, 1, 6, 4, 1, 5, 0, 6, 3, 1, 4, 7, 2, 5
75. 0, 4, 7, 5, 0, 6, 3, 0, 2, 4, 1, 5, 3, 1, 6, 4, 1, 7, 2, 5
76. 0, 4, 2, 0, 6, 3, 0, 5, 2, 7, 4, 1, 5, 3, 1, 5, 7, 1, 6, 4
77. 0, 6, 1, 3, 5, 7, 4, 6, 3, 0, 2, 4, 1, 5, 2, 7, 1, 5, 0, 4
78. 0, 4, 1, 7, 2, 0, 6, 4, 1, 6, 3, 5, 0, 3, 1, 5, 2, 4, 7, 5
79. 0, 4, 6, 3, 5, 0, 2, 4, 1, 3, 0, 6, 1, 7, 4, 1, 5, 7, 2, 5
80. 0, 4, 1, 6, 3, 1, 5, 2, 7, 4, 2, 0, 5, 7, 1, 5, 3, 0, 6, 4
81. 0, 5, 7, 2, 4, 6, 3, 1, 6, 0, 4, 1, 7, 4, 1, 5, 2, 0, 3, 5
82. 0, 5, 3, 0, 6, 1, 3, 6, 4, 1, 7, 2, 0, 4, 7, 5, 2, 4, 1, 5
83. 0, 2, 7, 4, 1, 6, 0, 4, 6, 3, 0, 5, 3, 1, 4, 2, 5, 7, 1, 5
84. 0, 4, 2, 5, 7, 1, 4, 6, 1, 3, 6, 0, 2, 7, 4, 1, 5, 0, 3, 5
85. 0, 2, 4, 1, 6, 4, 7, 1, 3, 5, 7, 2, 5, 0, 3, 6, 0, 4, 1, 5
86. 0, 2, 7, 1, 4, 6, 1, 5, 3, 1, 5, 2, 4, 7, 5, 0, 6, 3, 0, 4
87. 0, 2, 5, 7, 4, 1, 3, 0, 6, 1, 7, 2, 4, 6, 3, 5, 0, 4, 1, 5
88. 0, 2, 5, 0, 4, 6, 0, 3, 5, 7, 1, 4, 2, 7, 4, 1, 6, 3, 1, 5
89. 0, 4, 7, 5, 3, 6, 4, 1, 6, 0, 3, 1, 5, 0, 2, 7, 1, 5, 2, 4
90. 0, 6, 3, 1, 4, 7, 2, 0, 4, 2, 5, 3, 0, 5, 7, 1, 6, 4, 1, 5
91. 0, 6, 1, 3, 0, 4, 1, 7, 5, 3, 6, 4, 1, 5, 0, 2, 7, 4, 2, 5
92. 0, 4, 7, 2, 5, 7, 1, 4, 6, 3, 1, 6, 0, 3, 5, 0, 2, 4, 1, 5
93. 0, 6, 4, 1, 5, 3, 6, 1, 7, 4, 2, 7, 5, 2, 0, 4, 1, 3, 0, 5
94. 0, 4, 1, 7, 5, 2, 0, 6, 1, 3, 6, 4, 7, 2, 4, 1, 5, 0, 3, 5
95. 0, 5, 3, 1, 5, 7, 4, 6, 1, 4, 2, 0, 6, 3, 0, 4, 1, 7, 2, 5
96. 0, 6, 1, 5, 7, 2, 0, 5, 3, 0, 4, 1, 7, 4, 6, 3, 1, 5, 2, 4
97. 0, 6, 3, 0, 4, 1, 6, 4, 2, 5, 0, 2, 7, 1, 5, 3, 1, 4, 7, 5
98. 0, 6, 1, 5, 0, 4, 1, 7, 4, 1, 3, 6, 4, 2, 0, 3, 5, 7, 2, 5
99. 0, 2, 7, 1, 6, 0, 5, 3, 1, 4, 6, 3, 0, 4, 2, 5, 7, 4, 1, 5
100. 0, 4, 1, 5, 7, 2, 4, 6, 3, 1, 7, 4, 1, 6, 0, 2, 5, 0, 3, 5
101. 0, 6, 1, 4, 2, 7, 1, 3, 5, 0, 3, 6, 4, 1, 5, 2, 0, 4, 7, 5
102. 0, 4, 1, 6, 3, 1, 4, 2, 5, 0, 3, 5, 7, 4, 6, 0, 2, 7, 1, 5
103. 0, 3, 6, 1, 5, 3, 1, 4, 2, 5, 0, 2, 7, 1, 5, 7, 4, 6, 0, 4
104. 0, 4, 1, 5, 7, 1, 6, 0, 3, 1, 5, 3, 6, 4, 7, 2, 5, 0, 2, 4
105. 0, 4, 1, 7, 2, 0, 3, 6, 0, 5, 2, 4, 1, 6, 4, 7, 5, 3, 1, 5
106. 0, 2, 7, 1, 6, 4, 2, 5, 0, 3, 6, 0, 4, 1, 5, 7, 4, 1, 3, 5
107. 0, 5, 7, 1, 5, 2, 0, 3, 1, 5, 3, 6, 4, 2, 7, 4, 1, 6, 0, 4
108. 0, 3, 1, 4, 6, 1, 5, 7, 1, 4, 2, 0, 4, 7, 2, 5, 3, 6, 0, 5
109. 0, 3, 1, 5, 3, 6, 1, 5, 0, 2, 7, 5, 2, 4, 1, 7, 4, 6, 0, 4
110. 0, 4, 1, 5, 3, 0, 6, 4, 7, 5, 2, 7, 1, 3, 6, 1, 4, 2, 0, 5
111. 0, 5, 3, 6, 0, 4, 1, 3, 0, 2, 4, 6, 1, 5, 7, 1, 4, 7, 2, 5
112. 0, 3, 1, 4, 6, 0, 2, 4, 1, 5, 0, 4, 7, 1, 6, 3, 5, 2, 7, 5
113. 0, 5, 2, 7, 1, 3, 6, 4, 1, 6, 0, 4, 2, 0, 3, 5, 7, 4, 1, 5
114. 0, 2, 4, 1, 5, 7, 4, 6, 1, 3, 6, 0, 5, 2, 7, 1, 5, 3, 0, 4
115. 0, 2, 5, 0, 6, 3, 0, 4, 1, 6, 4, 7, 2, 4, 1, 5, 7, 1, 3, 5
116. 0, 3, 1, 5, 7, 2, 5, 0, 4, 2, 0, 6, 4, 1, 7, 4, 1, 6, 3, 5
117. 0, 6, 4, 1, 5, 2, 4, 7, 2, 0, 3, 5, 7, 1, 3, 6, 1, 5, 0, 4
118. 0, 2, 7, 1, 6, 0, 3, 5, 0, 4, 1, 5, 2, 4, 6, 3, 1, 4, 7, 5
119. 0, 6, 1, 3, 5, 2, 7, 1, 4, 2, 0, 4, 1, 5, 7, 4, 6, 3, 0, 5
120. 0, 4, 1, 3, 5, 2, 7, 5, 0, 2, 4, 6, 0, 3, 6, 1, 4, 7, 1, 5
121. 0, 4, 1, 3, 5, 7, 1, 4, 7, 2, 5, 0, 6, 3, 0, 2, 4, 6, 1, 5
122. 0, 2, 7, 4, 6, 1, 7, 5, 2, 4, 1, 5, 3, 1, 5, 0, 6, 3, 0, 4
123. 0, 2, 5, 0, 6, 4, 1, 3, 0, 4, 2, 7, 5, 3, 6, 1, 4, 7, 1, 5
124. 0, 6, 3, 1, 5, 2, 0, 5, 7, 1, 4, 7, 2, 4, 6, 1, 5, 3, 0, 4
125. 0, 3, 1, 5, 0, 2, 7, 4, 6, 1, 5, 2, 4, 1, 7, 5, 3, 6, 0, 4
126. 0, 6, 4, 2, 0, 3, 6, 1, 5, 3, 1, 7, 4, 1, 5, 7, 2, 5, 0, 4
127. 0, 4, 1, 6, 0, 2, 4, 7, 1, 3, 5, 7, 2, 5, 0, 3, 6, 4, 1, 5
128. 0, 6, 1, 5, 2, 0, 4, 2, 7, 5, 0, 3, 1, 4, 7, 1, 4, 6, 3, 5
129. 0, 6, 3, 5, 0, 4, 2, 0, 3, 1, 4, 6, 1, 5, 2, 7, 1, 5, 7, 4
130. 0, 4, 1, 5, 3, 1, 7, 2, 5, 7, 4, 2, 0, 3, 6, 1, 5, 0, 6, 4
131. 0, 4, 6, 1, 4, 2, 5, 7, 1, 3, 6, 0, 3, 5, 0, 2, 7, 4, 1, 5
132. 0, 3, 1, 4, 6, 3, 5, 2, 4, 1, 6, 0, 5, 7, 2, 0, 4, 7, 1, 5
133. 0, 3, 6, 1, 4, 7, 5, 2, 7, 1, 3, 5, 0, 6, 4, 2, 0, 4, 1, 5
134. 0, 4, 1, 3, 5, 7, 4, 2, 7, 1, 6, 3, 0, 5, 2, 0, 6, 4, 1, 5
135. 0, 4, 1, 5, 0, 3, 5, 7, 2, 4, 1, 3, 6, 1, 7, 4, 6, 0, 2, 5
136. 0, 5, 2, 0, 3, 1, 6, 0, 4, 7, 2, 4, 1, 5, 7, 1, 4, 6, 3, 5
137. 0, 5, 2, 0, 4, 1, 7, 4, 1, 5, 7, 2, 4, 6, 0, 3, 1, 6, 3, 5
138. 0, 3, 6, 0, 4, 6, 1, 4, 2, 7, 1, 5, 2, 0, 5, 7, 4, 1, 3, 5
139. 0, 4, 1, 5, 0, 6, 1, 7, 2, 0, 3, 5, 7, 4, 6, 3, 1, 5, 2, 4
140. 0, 6, 4, 1, 5, 0, 3, 6, 1, 3, 5, 7, 4, 1, 7, 2, 0, 4, 2, 5
141. 0, 2, 4, 1, 3, 6, 0, 5, 3, 0, 4, 6, 1, 5, 2, 7, 4, 1, 7, 5
142. 0, 2, 4, 6, 3, 1, 5, 7, 4, 1, 6, 0, 3, 5, 0, 4, 1, 7, 2, 5
143. 0, 4, 1, 3, 5, 7, 1, 5, 2, 4, 7, 2, 0, 3, 6, 1, 4, 6, 0, 5
144. 0, 4, 1, 5, 7, 4, 1, 7, 2, 0, 3, 1, 6, 3, 5, 2, 4, 6, 0, 5
145. 0, 3, 1, 6, 3, 5, 2, 7, 4, 2, 0, 4, 1, 5, 7, 1, 4, 6, 0, 5
146. 0, 4, 1, 7, 4, 2, 7, 5, 2, 0, 5, 3, 0, 6, 3, 1, 6, 4, 1, 5
147. 0, 3, 6, 1, 5, 0, 4, 7, 5, 2, 0, 6, 4, 2, 7, 1, 5, 3, 1, 4
148. 0, 4, 6, 3, 0, 2, 4, 1, 3, 5, 0, 6, 1, 7, 2, 5, 7, 4, 1, 5
149. 0, 4, 6, 3, 1, 5, 0, 3, 5, 2, 0, 6, 1, 4, 7, 1, 4, 2, 7, 5
150. 0, 4, 7, 1, 5, 0, 2, 5, 7, 2, 4, 1, 6, 3, 1, 5, 3, 0, 6, 4
151. 0, 2, 5, 3, 0, 6, 4, 7, 1, 3, 6, 1, 5, 0, 4, 1, 5, 7, 2, 4
152. 0, 5, 2, 0, 4, 1, 3, 0, 6, 4, 2, 7, 4, 1, 5, 3, 6, 1, 7, 5
153. 0, 4, 1, 5, 2, 4, 1, 6, 4, 7, 2, 0, 3, 5, 0, 6, 3, 1, 7, 5
154. 0, 4, 1, 3, 5, 7, 1, 5, 2, 7, 4, 2, 0, 3, 6, 4, 1, 6, 0, 5
155. 0, 3, 6, 0, 4, 1, 5, 0, 2, 5, 3, 1, 4, 2, 7, 1, 6, 4, 7, 5
156. 0, 4, 7, 5, 3, 0, 2, 7, 1, 6, 3, 1, 4, 6, 0, 5, 2, 4, 1, 5
157. 0, 5, 2, 7, 4, 1, 6, 0, 2, 4, 1, 3, 0, 4, 6, 3, 5, 7, 1, 5
158. 0, 6, 4, 1, 5, 0, 2, 4, 7, 5, 3, 6, 1, 3, 0, 4, 1, 7, 2, 5
159. 0, 3, 1, 5, 0, 2, 5, 3, 6, 4, 1, 7, 4, 1, 6, 0, 4, 2, 7, 5
160. 0, 6, 4, 1, 6, 3, 1, 5, 2, 0, 4, 2, 7, 1, 4, 7, 5, 3, 0, 5
161. 0, 3, 1, 4, 6, 0, 2, 4, 7, 2, 5, 7, 1, 5, 0, 4, 1, 6, 3, 5
162. 0, 6, 1, 7, 4, 1, 3, 0, 5, 7, 2, 0, 4, 2, 5, 3, 6, 4, 1, 5
163. 0, 4, 1, 7, 4, 6, 0, 3, 6, 1, 3, 5, 0, 2, 4, 1, 5, 2, 7, 5
164. 0, 4, 1, 3, 5, 0, 6, 1, 4, 2, 0, 3, 6, 4, 7, 5, 2, 7, 1, 5
165. 0, 6, 1, 4, 2, 5, 7, 2, 0, 3, 5, 0, 4, 7, 1, 3, 6, 4, 1, 5
166. 0, 5, 2, 0, 6, 1, 7, 5, 3, 0, 4, 6, 3, 1, 4, 7, 2, 4, 1, 5
167. 0, 5, 3, 0, 4, 1, 3, 6, 1, 4, 6, 0, 2, 5, 7, 4, 2, 7, 1, 5
168. 0, 4, 1, 6, 3, 1, 5, 3, 0, 6, 4, 1, 7, 5, 2, 4, 7, 2, 0, 5
169. 0, 4, 1, 6, 0, 3, 6, 4, 2, 0, 5, 3, 1, 5, 2, 7, 1, 5, 7, 4
170. 0, 3, 5, 0, 6, 3, 1, 7, 2, 4, 1, 5, 2, 0, 4, 1, 6, 4, 7, 5
171. 0, 5, 7, 2, 4, 1, 5, 3, 1, 4, 7, 1, 6, 3, 0, 4, 6, 0, 2, 5
172. 0, 6, 4, 1, 5, 0, 4, 7, 1, 6, 3, 0, 2, 5, 3, 1, 4, 2, 7, 5
173. 0, 4, 7, 5, 3, 0, 2, 5, 0, 6, 1, 4, 6, 3, 1, 7, 2, 4, 1, 5
174. 0, 3, 6, 1, 5, 7, 4, 1, 3, 5, 0, 2, 7, 1, 4, 6, 0, 4, 2, 5
175. 0, 2, 7, 5, 3, 6, 1, 5, 0, 3, 1, 5, 2, 4, 7, 1, 4, 6, 0, 4
176. 0, 4, 7, 1, 5, 0, 3, 6, 0, 2, 7, 5, 3, 1, 6, 4, 1, 5, 2, 4
177. 0, 5, 2, 0, 6, 4, 1, 3, 0, 4, 2, 7, 4, 1, 7, 5, 3, 6, 1, 5
178. 0, 6, 1, 4, 2, 5, 0, 2, 7, 1, 5, 3, 0, 4, 6, 3, 1, 4, 7, 5
179. 0, 6, 1, 5, 2, 7, 1, 5, 3, 0, 4, 2, 0, 5, 7, 4, 6, 3, 1, 4
180. 0, 4, 6, 1, 7, 5, 2, 7, 4, 1, 5, 0, 6, 3, 1, 4, 2, 0, 3, 5
181. 0, 4, 1, 6, 4, 1, 3, 6, 0, 3, 5, 2, 7, 1, 5, 0, 2, 4, 7, 5
182. 0, 4, 1, 6, 3, 5, 7, 1, 4, 7, 2, 5, 0, 2, 4, 6, 0, 3, 1, 5
183. 0, 4, 6, 0, 2, 5, 3, 1, 4, 2, 7, 4, 1, 6, 3, 0, 5, 7, 1, 5
184. 0, 4, 7, 1, 5, 2, 7, 5, 0, 3, 1, 4, 2, 0, 6, 1, 4, 6, 3, 5
185. 0, 6, 4, 2, 5, 3, 6, 1, 5, 7, 4, 1, 7, 2, 0, 4, 1, 3, 0, 5
186. 0, 3, 6, 1, 5, 2, 0, 4, 2, 7, 1, 5, 0, 6, 4, 1, 3, 5, 7, 4
187. 0, 2, 7, 4, 1, 7, 5, 0, 4, 2, 5, 3, 1, 4, 6, 0, 3, 6, 1, 5
188. 0, 4, 1, 5, 2, 7, 1, 3, 0, 6, 4, 1, 6, 3, 5, 0, 2, 4, 7, 5
189. 0, 4, 1, 6, 0, 5, 3, 6, 4, 2, 7, 4, 1, 7, 5, 2, 0, 3, 1, 5
190. 0, 5, 7, 2, 4, 7, 1, 6, 0, 4, 1, 5, 2, 0, 3, 6, 4, 1, 3, 5
191. 0, 4, 1, 5, 7, 2, 4, 7, 1, 4, 6, 0, 2, 5, 3, 1, 6, 3, 0, 5
192. 0, 4, 1, 3, 5, 2, 0, 3, 6, 1, 4, 2, 7, 4, 6, 0, 5, 7, 1, 5
193. 0, 6, 3, 5, 7, 2, 0, 3, 1, 4, 6, 1, 7, 4, 2, 5, 0, 4, 1, 5
194. 0, 4, 1, 5, 0, 2, 4, 1, 6, 4, 7, 2, 5, 3, 0, 6, 3, 1, 7, 5
195. 0, 5, 2, 0, 3, 1, 5, 7, 4, 1, 6, 0, 4, 1, 7, 2, 4, 6, 3, 5
196. 0, 6, 1, 5, 3, 6, 4, 2, 5, 7, 1, 4, 7, 2, 0, 4, 1, 3, 0, 5
197. 0, 5, 2, 7, 1, 4, 2, 0, 4, 1, 5, 3, 1, 6, 3, 0, 6, 4, 7, 5
198. 0, 4, 1, 7, 4, 2, 0, 5, 2, 7, 5, 3, 6, 0, 3, 1, 6, 4, 1, 5
199. 0, 2, 5, 3, 0, 6, 3, 1, 4, 6, 1, 7, 2, 4, 7, 5, 0, 4, 1, 5
200. 0, 6, 4, 1, 3, 0, 5, 3, 6, 1, 5, 7, 2, 4, 7, 1, 5, 2, 0, 4
201. 0, 2, 4, 1, 6, 3, 1, 7, 2, 5, 0, 4, 6, 0, 3, 5, 7, 4, 1, 5
202. 0, 4, 1, 5, 3, 6, 1, 3, 0, 6, 4, 7, 1, 5, 7, 2, 0, 5, 2, 4
203. 0, 3, 1, 5, 3, 6, 1, 5, 2, 0, 6, 4, 7, 5, 0, 4, 1, 7, 2, 4
204. 0, 6, 4, 1, 5, 2, 0, 4, 2, 7, 5, 0, 3, 1, 7, 4, 1, 6, 3, 5
205. 0, 3, 5, 2, 0, 4, 6, 3, 1, 7, 5, 0, 6, 1, 4, 2, 7, 4, 1, 5
206. 0, 4, 1, 5, 7, 1, 6, 3, 0, 6, 4, 2, 5, 3, 1, 4, 7, 2, 0, 5
207. 0, 3, 1, 5, 7, 1, 5, 2, 0, 6, 1, 4, 6, 3, 5, 0, 4, 2, 7, 4
208. 0, 5, 7, 1, 4, 6, 0, 2, 7, 4, 1, 5, 3, 1, 6, 3, 0, 4, 2, 5
209. 0, 6, 1, 5, 7, 2, 4, 6, 3, 1, 4, 7, 1, 5, 3, 0, 5, 2, 0, 4
210. 0, 4, 1, 3, 0, 2, 4, 1, 6, 3, 5, 2, 7, 4, 6, 0, 5, 7, 1, 5
211. 0, 2, 4, 1, 3, 0, 4, 1, 7, 5, 0, 6, 3, 5, 2, 7, 4, 6, 1, 5
212. 0, 3, 5, 7, 4, 1, 3, 6, 4, 2, 7, 1, 5, 0, 6, 1, 5, 2, 0, 4
213. 0, 5, 7, 1, 4, 7, 2, 5, 3, 1, 6, 4, 2, 0, 3, 6, 0, 4, 1, 5
214. 0, 6, 4, 2, 7, 5, 0, 2, 5, 3, 1, 7, 4, 1, 6, 3, 0, 4, 1, 5
215. 0, 4, 1, 3, 0, 2, 7, 1, 5, 0, 6, 1, 5, 7, 4, 2, 5, 3, 6, 4
216. 0, 4, 7, 5, 3, 0, 5, 2, 4, 1, 7, 2, 0, 6, 4, 1, 6, 3, 1, 5
217. 0, 4, 7, 2, 5, 3, 0, 6, 3, 1, 5, 7, 1, 4, 6, 1, 5, 0, 2, 4
218. 0, 3, 1, 6, 0, 4, 1, 5, 2, 7, 4, 2, 0, 5, 7, 1, 5, 3, 6, 4
219. 0, 3, 5, 2, 4, 1, 5, 7, 2, 0, 4, 7, 1, 3, 6, 4, 1, 6, 0, 5
220. 0, 5, 3, 6, 0, 4, 6, 1, 4, 7, 5, 2, 4, 1, 7, 2, 0, 3, 1, 5
221. 0, 4, 1, 3, 0, 2, 7, 1, 4, 2, 5, 3, 6, 0, 5, 7, 4, 6, 1, 5
222. 0, 4, 1, 3, 6, 4, 7, 1, 6, 0, 3, 5, 0, 2, 4, 1, 5, 2, 7, 5
223. 0, 2, 7, 4, 1, 5, 3, 6, 1, 3, 0, 5, 7, 1, 4, 6, 0, 4, 2, 5
224. 0, 5, 2, 4, 7, 1, 4, 6, 1, 5, 3, 6, 0, 3, 1, 5, 7, 2, 0, 4
225. 0, 6, 4, 1, 3, 0, 2, 4, 1, 5, 0, 4, 7, 5, 3, 6, 1, 7, 2, 5
