menor tamanho: 23

21. 0, 5, 2, 0, 3, 1, 6, 4, 1, 3, 6, 0, 4, 2, 7, 4, 6, 2, 5, 3, 7, 5, 1, 7
22. 0, 5, 2, 4, 6, 1, 7, 2, 0, 6, 3, 5, 1, 3, 6, 2, 4, 1, 5, 7, 4, 0, 3, 7
23. 0, 4, 6, 2, 7, 5, 3, 7, 1, 5, 3, 6, 1, 3, 0, 2, 5, 0, 6, 2, 4, 1, 7, 4
24. 0, 5, 2, 0, 6, 4, 1, 3, 6, 2, 4, 1, 6, 3, 0, 4, 7, 3, 5, 7, 1, 5, 2, 7
25. 0, 2, 7, 4, 1, 7, 4, 0, 3, 5, 7, 3, 5, 0, 6, 3, 1, 6, 2, 5, 1, 6, 4, 2
26. 0, 2, 4, 6, 3, 5, 2, 6, 3, 0, 5, 7, 4, 1, 5, 2, 7, 3, 1, 7, 4, 0, 6, 1
27. 0, 5, 2, 0, 4, 7, 5, 1, 6, 2, 7, 3, 1, 5, 3, 6, 0, 3, 6, 4, 2, 7, 1, 4
28. 0, 6, 4, 1, 7, 4, 6, 3, 1, 6, 2, 7, 5, 3, 1, 5, 2, 4, 0, 2, 7, 3, 0, 5
29. 0, 2, 4, 1, 3, 0, 5, 1, 6, 4, 7, 3, 5, 2, 7, 5, 1, 7, 2, 6, 4, 0, 6, 3
30. 0, 4, 6, 1, 7, 5, 3, 1, 6, 0, 3, 5, 1, 4, 7, 2, 5, 0, 2, 4, 7, 3, 6, 2
31. 0, 3, 1, 5, 0, 6, 3, 5, 2, 6, 1, 7, 2, 4, 0, 2, 5, 7, 4, 6, 1, 4, 7, 3
32. 0, 2, 4, 6, 0, 3, 1, 7, 5, 3, 7, 5, 0, 4, 1, 3, 6, 1, 5, 2, 6, 4, 7, 2
33. 0, 4, 1, 5, 2, 6, 1, 3, 7, 1, 4, 2, 0, 3, 5, 0, 6, 2, 7, 5, 3, 6, 4, 7
34. 0, 2, 4, 6, 1, 4, 0, 6, 2, 7, 1, 5, 3, 7, 4, 6, 3, 0, 5, 1, 3, 7, 5, 2
35. 0, 3, 1, 7, 2, 0, 5, 7, 4, 2, 6, 4, 1, 5, 3, 6, 2, 5, 7, 3, 1, 6, 0, 4
36. 0, 2, 5, 3, 0, 6, 1, 5, 3, 1, 6, 2, 7, 5, 0, 4, 6, 3, 7, 1, 4, 2, 7, 4
37. 0, 4, 6, 3, 1, 5, 0, 2, 6, 1, 7, 2, 5, 3, 7, 2, 4, 6, 0, 3, 1, 4, 7, 5
38. 0, 6, 1, 5, 3, 6, 4, 2, 5, 7, 4, 0, 5, 3, 1, 7, 2, 0, 3, 7, 2, 6, 4, 1
39. 0, 5, 1, 4, 7, 5, 3, 1, 7, 2, 6, 3, 0, 2, 5, 1, 6, 3, 7, 4, 6, 0, 4, 2
40. 0, 6, 4, 7, 5, 1, 7, 3, 6, 1, 7, 2, 0, 5, 2, 4, 1, 3, 6, 2, 5, 3, 0, 4
41. 0, 2, 4, 7, 1, 4, 6, 1, 5, 7, 2, 6, 3, 5, 2, 4, 0, 3, 1, 7, 3, 6, 0, 5
42. 0, 3, 5, 0, 2, 4, 6, 2, 7, 5, 2, 6, 1, 7, 4, 0, 6, 3, 1, 7, 3, 5, 1, 4
43. 0, 4, 2, 7, 1, 4, 7, 1, 6, 2, 5, 3, 1, 5, 0, 2, 6, 0, 3, 5, 7, 3, 6, 4
44. 0, 5, 3, 6, 1, 5, 3, 1, 6, 4, 1, 7, 4, 0, 2, 6, 0, 3, 7, 2, 5, 7, 4, 2
45. 0, 4, 2, 5, 0, 3, 7, 1, 4, 7, 5, 1, 6, 3, 1, 6, 0, 2, 7, 4, 6, 2, 5, 3
46. 0, 3, 5, 2, 6, 1, 7, 4, 1, 3, 5, 7, 2, 4, 7, 3, 6, 0, 5, 1, 6, 4, 0, 2
47. 0, 5, 3, 6, 2, 0, 6, 4, 7, 5, 2, 7, 3, 1, 7, 4, 1, 5, 2, 4, 0, 3, 1, 6
48. 0, 5, 2, 7, 3, 1, 4, 6, 2, 0, 4, 7, 5, 1, 6, 0, 3, 5, 2, 4, 7, 1, 3, 6
49. 0, 2, 6, 1, 3, 0, 6, 4, 0, 5, 2, 4, 7, 1, 5, 2, 7, 3, 1, 4, 7, 5, 3, 6
50. 0, 5, 2, 0, 4, 1, 6, 2, 4, 6, 3, 1, 5, 2, 7, 1, 3, 0, 6, 4, 7, 5, 3, 7
51. 0, 4, 2, 5, 7, 1, 4, 6, 0, 3, 1, 5, 3, 6, 2, 4, 7, 3, 6, 1, 7, 2, 0, 5
52. 0, 6, 4, 2, 6, 3, 5, 2, 4, 1, 3, 7, 1, 6, 3, 0, 4, 7, 1, 5, 7, 2, 0, 5
53. 0, 3, 6, 4, 1, 6, 3, 7, 5, 2, 4, 1, 3, 5, 0, 6, 2, 7, 4, 0, 2, 7, 1, 5
54. 0, 5, 1, 6, 2, 5, 7, 4, 1, 6, 4, 0, 6, 3, 7, 2, 5, 3, 1, 7, 4, 2, 0, 3
55. 0, 2, 4, 1, 3, 6, 2, 5, 7, 3, 5, 2, 7, 1, 6, 0, 5, 1, 4, 7, 3, 0, 4, 6
56. 0, 5, 3, 6, 2, 4, 1, 5, 2, 7, 1, 4, 6, 1, 3, 5, 7, 4, 0, 3, 7, 2, 0, 6
57. 0, 3, 5, 7, 2, 4, 0, 6, 1, 3, 6, 2, 5, 0, 2, 7, 3, 5, 1, 7, 4, 1, 6, 4
58. 0, 4, 7, 1, 3, 6, 1, 5, 0, 6, 2, 5, 7, 2, 0, 3, 6, 4, 2, 5, 3, 7, 4, 1
59. 0, 4, 1, 5, 3, 0, 2, 7, 3, 1, 7, 4, 2, 5, 7, 3, 6, 4, 1, 6, 2, 5, 0, 6
60. 0, 2, 7, 5, 0, 6, 1, 4, 6, 1, 7, 2, 5, 3, 1, 5, 3, 6, 2, 4, 7, 3, 0, 4
61. 0, 6, 3, 5, 0, 3, 1, 5, 2, 7, 3, 6, 1, 7, 5, 2, 4, 1, 7, 4, 6, 2, 0, 4
62. 0, 3, 5, 1, 3, 6, 4, 1, 7, 2, 0, 5, 3, 7, 1, 6, 2, 4, 0, 6, 2, 5, 7, 4
63. 0, 6, 4, 1, 5, 7, 2, 4, 6, 1, 3, 5, 0, 2, 5, 7, 3, 0, 4, 7, 1, 3, 6, 2
64. 0, 5, 1, 7, 5, 3, 7, 2, 4, 0, 3, 1, 5, 2, 6, 4, 1, 6, 3, 7, 4, 2, 0, 6
65. 0, 5, 7, 3, 1, 5, 2, 4, 7, 2, 6, 1, 4, 7, 1, 5, 3, 6, 0, 4, 6, 3, 0, 2
66. 0, 5, 3, 1, 7, 5, 2, 4, 1, 5, 2, 7, 3, 6, 4, 1, 6, 0, 3, 7, 4, 0, 2, 6
67. 0, 2, 5, 7, 3, 6, 2, 7, 1, 5, 3, 0, 6, 2, 4, 7, 3, 1, 4, 6, 1, 5, 0, 4
68. 0, 2, 7, 5, 2, 6, 0, 5, 3, 1, 4, 6, 2, 4, 1, 5, 7, 3, 6, 1, 7, 4, 0, 3
69. 0, 3, 7, 5, 2, 4, 0, 5, 3, 1, 4, 7, 5, 1, 3, 6, 0, 2, 7, 1, 6, 2, 4, 6
70. 0, 6, 4, 7, 1, 5, 0, 3, 6, 2, 4, 0, 2, 5, 3, 1, 4, 7, 5, 2, 7, 3, 6, 1
71. 0, 5, 1, 4, 7, 3, 6, 0, 4, 2, 0, 3, 7, 5, 2, 4, 6, 1, 3, 5, 1, 7, 2, 6
72. 0, 3, 1, 7, 2, 4, 6, 3, 5, 2, 6, 0, 4, 2, 0, 5, 1, 6, 3, 7, 1, 4, 7, 5
73. 0, 4, 1, 5, 2, 0, 3, 1, 6, 2, 5, 3, 7, 4, 2, 7, 1, 4, 6, 0, 5, 7, 3, 6
74. 0, 3, 6, 0, 5, 7, 4, 0, 2, 6, 4, 1, 5, 2, 7, 1, 6, 4, 2, 7, 3, 5, 1, 3
75. 0, 2, 6, 1, 7, 4, 2, 5, 1, 3, 6, 4, 0, 3, 7, 4, 1, 6, 0, 5, 7, 2, 5, 3
76. 0, 3, 6, 1, 5, 2, 0, 6, 4, 0, 5, 3, 7, 2, 5, 7, 4, 1, 7, 3, 1, 4, 2, 6
77. 0, 2, 7, 3, 5, 1, 6, 0, 3, 6, 4, 1, 3, 5, 2, 6, 4, 0, 5, 7, 4, 2, 7, 1
78. 0, 6, 2, 5, 3, 0, 2, 4, 6, 1, 4, 7, 5, 1, 3, 7, 1, 6, 3, 5, 0, 4, 2, 7
79. 0, 5, 7, 4, 0, 3, 6, 0, 2, 6, 4, 1, 6, 2, 7, 3, 1, 4, 2, 5, 1, 7, 3, 5
80. 0, 2, 5, 0, 6, 2, 5, 7, 4, 2, 7, 3, 6, 1, 7, 4, 1, 6, 4, 0, 3, 5, 1, 3
81. 0, 5, 2, 6, 1, 4, 7, 3, 6, 2, 0, 4, 1, 7, 3, 0, 6, 4, 2, 7, 5, 3, 1, 5
82. 0, 2, 5, 0, 4, 7, 2, 4, 1, 6, 0, 3, 7, 1, 4, 6, 2, 5, 1, 3, 5, 7, 3, 6
83. 0, 3, 5, 7, 2, 4, 1, 3, 7, 2, 5, 3, 6, 0, 2, 6, 1, 5, 0, 4, 7, 1, 4, 6
84. 0, 2, 6, 3, 1, 6, 0, 5, 3, 0, 4, 7, 1, 5, 3, 7, 5, 2, 7, 4, 6, 1, 4, 2
85. 0, 2, 4, 7, 5, 3, 6, 2, 5, 1, 4, 6, 3, 1, 7, 2, 4, 0, 6, 1, 5, 0, 3, 7
86. 0, 4, 6, 1, 5, 2, 4, 7, 3, 0, 2, 4, 1, 6, 3, 5, 7, 2, 6, 0, 5, 3, 1, 7
87. 0, 2, 4, 0, 5, 3, 1, 7, 4, 6, 1, 5, 7, 2, 4, 1, 6, 3, 7, 5, 2, 6, 0, 3
88. 0, 3, 5, 2, 6, 1, 7, 4, 2, 7, 5, 0, 6, 3, 1, 4, 0, 2, 5, 1, 7, 3, 6, 4
89. 0, 3, 7, 1, 6, 2, 0, 6, 4, 2, 7, 3, 6, 1, 4, 2, 5, 3, 1, 5, 0, 4, 7, 5
90. 0, 6, 3, 1, 6, 4, 0, 3, 5, 1, 7, 2, 4, 7, 5, 0, 2, 7, 3, 1, 4, 6, 2, 5
91. 0, 5, 7, 4, 2, 7, 3, 6, 2, 0, 3, 5, 1, 6, 4, 0, 6, 4, 1, 7, 2, 5, 3, 1
92. 0, 5, 3, 1, 6, 0, 4, 2, 5, 1, 7, 3, 0, 2, 4, 7, 2, 6, 4, 1, 7, 5, 3, 6
93. 0, 5, 3, 7, 1, 5, 2, 6, 0, 2, 4, 6, 3, 7, 5, 2, 7, 4, 1, 3, 0, 4, 6, 1
94. 0, 2, 7, 3, 0, 4, 1, 3, 6, 2, 5, 0, 6, 2, 4, 7, 5, 1, 7, 4, 6, 1, 3, 5
95. 0, 6, 1, 4, 2, 0, 3, 1, 6, 3, 7, 2, 6, 4, 7, 1, 5, 3, 7, 5, 2, 4, 0, 5
96. 0, 5, 7, 2, 5, 3, 6, 0, 2, 6, 3, 0, 4, 7, 1, 6, 4, 7, 3, 1, 5, 2, 4, 1
97. 0, 3, 1, 6, 4, 7, 2, 6, 4, 1, 5, 7, 2, 0, 4, 2, 5, 0, 6, 3, 7, 1, 3, 5
98. 0, 4, 7, 5, 3, 6, 4, 2, 5, 1, 6, 3, 0, 6, 2, 0, 5, 2, 7, 3, 1, 4, 7, 1
99. 0, 2, 7, 4, 0, 5, 7, 1, 6, 0, 3, 1, 6, 2, 7, 3, 5, 1, 4, 2, 5, 3, 6, 4
100. 0, 2, 4, 0, 3, 5, 7, 2, 5, 0, 6, 2, 5, 1, 7, 4, 1, 7, 3, 6, 1, 3, 6, 4
101. 0, 6, 4, 2, 6, 1, 4, 0, 3, 7, 4, 6, 3, 5, 2, 7, 5, 0, 2, 7, 1, 3, 5, 1
102. 0, 5, 1, 6, 2, 4, 0, 3, 1, 4, 6, 3, 5, 7, 3, 6, 0, 2, 7, 4, 2, 5, 1, 7
103. 0, 6, 4, 7, 2, 5, 3, 1, 7, 3, 6, 2, 4, 0, 3, 5, 0, 2, 4, 1, 5, 7, 1, 6
104. 0, 3, 6, 2, 4, 6, 3, 7, 5, 1, 3, 5, 2, 4, 7, 5, 0, 6, 1, 4, 0, 2, 7, 1
105. 0, 5, 2, 4, 0, 2, 6, 3, 0, 6, 1, 4, 6, 2, 7, 5, 1, 4, 7, 3, 1, 7, 5, 3
106. 0, 5, 2, 7, 5, 3, 6, 2, 0, 3, 1, 7, 4, 6, 3, 7, 4, 1, 6, 0, 4, 2, 5, 1
107. 0, 3, 6, 4, 7, 1, 6, 0, 5, 3, 7, 5, 3, 1, 4, 6, 2, 4, 0, 2, 5, 1, 7, 2
108. 0, 5, 3, 1, 6, 2, 4, 0, 2, 4, 7, 3, 0, 6, 4, 1, 7, 2, 5, 1, 7, 5, 3, 6
109. 0, 6, 2, 4, 0, 2, 5, 7, 1, 3, 5, 0, 3, 7, 2, 4, 7, 1, 4, 6, 1, 5, 3, 6
110. 0, 3, 5, 1, 4, 0, 6, 1, 7, 3, 1, 4, 2, 6, 3, 7, 2, 6, 4, 7, 5, 2, 0, 5
111. 0, 5, 2, 4, 0, 3, 7, 1, 4, 6, 1, 4, 7, 2, 0, 6, 3, 1, 5, 3, 7, 5, 2, 6
112. 0, 5, 7, 1, 5, 3, 1, 4, 2, 7, 3, 0, 2, 4, 0, 6, 3, 7, 4, 6, 2, 5, 1, 6
113. 0, 5, 7, 2, 0, 6, 4, 1, 7, 3, 6, 1, 5, 3, 1, 4, 7, 5, 2, 4, 0, 3, 6, 2
114. 0, 6, 3, 0, 2, 6, 4, 2, 5, 0, 4, 7, 2, 6, 1, 5, 3, 7, 1, 3, 7, 5, 1, 4
115. 0, 4, 7, 1, 4, 2, 6, 3, 0, 5, 3, 1, 6, 0, 2, 5, 1, 3, 7, 2, 5, 7, 4, 6
116. 0, 3, 7, 1, 5, 2, 7, 5, 0, 4, 6, 0, 2, 6, 3, 5, 1, 6, 4, 2, 7, 4, 1, 3
117. 0, 5, 7, 3, 5, 2, 6, 1, 4, 7, 1, 5, 2, 7, 4, 2, 0, 3, 6, 0, 4, 6, 3, 1
118. 0, 3, 1, 6, 3, 7, 2, 5, 3, 6, 2, 7, 4, 0, 2, 4, 1, 7, 5, 0, 6, 4, 1, 5
119. 0, 5, 2, 0, 6, 1, 4, 7, 3, 5, 2, 6, 4, 2, 7, 1, 4, 0, 3, 1, 5, 7, 3, 6
120. 0, 4, 6, 0, 3, 1, 5, 7, 1, 3, 6, 2, 7, 3, 5, 2, 4, 1, 6, 4, 7, 2, 0, 5
121. 0, 6, 3, 0, 2, 7, 4, 0, 5, 2, 4, 6, 1, 7, 5, 3, 7, 1, 5, 3, 1, 4, 2, 6
122. 0, 5, 2, 6, 3, 7, 1, 5, 7, 2, 4, 1, 3, 5, 1, 6, 0, 4, 2, 0, 3, 6, 4, 7
123. 0, 6, 3, 5, 1, 4, 2, 6, 1, 3, 7, 2, 5, 3, 0, 4, 7, 2, 0, 5, 7, 1, 6, 4
124. 0, 3, 5, 0, 2, 4, 0, 6, 4, 2, 7, 1, 6, 3, 1, 7, 4, 1, 5, 2, 6, 3, 7, 5
125. 0, 5, 7, 2, 5, 1, 3, 0, 6, 2, 4, 6, 1, 7, 4, 1, 5, 3, 6, 2, 0, 4, 7, 3
126. 0, 6, 3, 0, 4, 1, 6, 4, 2, 5, 0, 2, 4, 7, 2, 6, 1, 3, 7, 1, 5, 7, 3, 5
127. 0, 6, 4, 1, 7, 3, 0, 5, 7, 4, 0, 2, 5, 1, 7, 2, 6, 4, 2, 5, 3, 1, 6, 3
128. 0, 2, 5, 7, 4, 6, 1, 5, 3, 1, 4, 0, 5, 7, 3, 0, 6, 2, 7, 1, 3, 6, 2, 4
129. 0, 2, 4, 7, 2, 5, 1, 3, 0, 4, 1, 6, 3, 7, 5, 0, 6, 2, 4, 6, 3, 5, 1, 7
130. 0, 4, 2, 5, 0, 6, 3, 0, 2, 4, 6, 2, 7, 1, 3, 5, 7, 3, 1, 5, 7, 4, 1, 6
131. 0, 4, 1, 7, 5, 3, 6, 1, 5, 0, 2, 4, 7, 2, 5, 7, 3, 0, 6, 2, 4, 6, 3, 1
132. 0, 3, 7, 4, 0, 6, 4, 2, 7, 1, 4, 7, 5, 2, 0, 5, 1, 6, 2, 5, 3, 6, 1, 3
133. 0, 5, 3, 0, 6, 2, 5, 1, 3, 7, 4, 1, 6, 4, 2, 0, 4, 1, 7, 2, 6, 3, 7, 5
134. 0, 2, 6, 4, 2, 5, 7, 2, 5, 0, 6, 3, 1, 4, 6, 1, 7, 4, 0, 3, 1, 5, 3, 7
135. 0, 6, 3, 7, 5, 3, 1, 4, 6, 2, 7, 3, 0, 2, 5, 0, 4, 1, 6, 2, 4, 7, 1, 5
136. 0, 3, 1, 4, 6, 3, 5, 2, 7, 3, 1, 6, 2, 5, 0, 2, 4, 6, 0, 4, 7, 1, 5, 7
137. 0, 3, 5, 7, 1, 3, 7, 1, 6, 3, 5, 2, 4, 1, 5, 0, 2, 4, 6, 2, 7, 4, 0, 6
138. 0, 6, 3, 5, 1, 3, 6, 2, 7, 5, 0, 4, 1, 6, 4, 2, 7, 4, 1, 7, 3, 0, 2, 5
139. 0, 3, 5, 7, 4, 2, 0, 5, 3, 7, 2, 6, 1, 4, 0, 6, 3, 1, 6, 4, 2, 5, 1, 7
140. 0, 4, 2, 7, 4, 6, 3, 0, 6, 3, 5, 2, 0, 5, 7, 1, 6, 2, 4, 1, 3, 7, 5, 1
141. 0, 6, 4, 2, 6, 3, 1, 7, 5, 3, 7, 2, 4, 0, 5, 2, 0, 3, 5, 1, 7, 4, 1, 6
142. 0, 4, 6, 2, 7, 1, 6, 4, 7, 5, 2, 4, 1, 3, 7, 2, 0, 5, 3, 0, 6, 3, 1, 5
143. 0, 6, 2, 5, 7, 4, 2, 7, 3, 5, 1, 7, 4, 0, 3, 1, 6, 4, 1, 6, 3, 5, 0, 2
144. 0, 2, 5, 3, 6, 1, 5, 0, 6, 2, 7, 3, 0, 4, 1, 5, 7, 1, 3, 6, 4, 7, 2, 4
145. 0, 6, 3, 7, 1, 6, 2, 7, 4, 1, 3, 7, 5, 1, 4, 6, 2, 4, 0, 5, 2, 0, 3, 5
146. 0, 6, 4, 2, 0, 4, 7, 3, 6, 2, 5, 1, 7, 5, 3, 1, 6, 3, 0, 5, 1, 4, 7, 2
147. 0, 2, 6, 4, 2, 7, 1, 5, 0, 3, 1, 6, 3, 1, 4, 7, 5, 3, 7, 5, 2, 6, 0, 4
148. 0, 5, 3, 0, 2, 6, 4, 2, 7, 5, 3, 6, 0, 4, 7, 1, 5, 2, 4, 1, 3, 7, 1, 6
149. 0, 3, 1, 6, 4, 2, 6, 3, 7, 1, 4, 0, 2, 5, 0, 6, 3, 5, 1, 4, 7, 5, 2, 7
150. 0, 4, 2, 0, 6, 4, 7, 2, 4, 1, 5, 2, 6, 3, 5, 7, 3, 6, 1, 3, 0, 5, 1, 7
151. 0, 6, 4, 2, 6, 4, 0, 5, 3, 7, 5, 1, 3, 7, 4, 1, 7, 2, 0, 3, 6, 1, 5, 2
152. 0, 4, 2, 7, 5, 3, 0, 2, 6, 1, 5, 2, 4, 6, 3, 5, 0, 6, 1, 3, 7, 4, 1, 7
153. 0, 2, 4, 0, 5, 1, 6, 2, 5, 7, 3, 0, 6, 3, 1, 4, 7, 1, 5, 3, 6, 4, 7, 2
154. 0, 2, 6, 1, 4, 2, 7, 4, 6, 0, 3, 7, 1, 5, 3, 6, 2, 5, 0, 4, 7, 5, 1, 3
155. 0, 4, 7, 5, 1, 4, 2, 5, 0, 6, 3, 0, 2, 7, 1, 6, 2, 7, 3, 5, 1, 3, 6, 4
156. 0, 2, 5, 0, 4, 2, 7, 1, 4, 6, 2, 5, 3, 0, 6, 4, 7, 3, 1, 5, 7, 3, 6, 1
157. 0, 3, 5, 2, 6, 3, 5, 0, 4, 7, 2, 6, 4, 1, 5, 7, 1, 3, 7, 4, 2, 0, 6, 1
158. 0, 6, 4, 7, 5, 2, 0, 3, 1, 4, 6, 3, 7, 1, 3, 5, 1, 6, 2, 7, 5, 0, 4, 2
159. 0, 6, 1, 5, 0, 3, 7, 4, 2, 6, 3, 1, 4, 6, 2, 0, 4, 7, 1, 3, 5, 7, 2, 5
160. 0, 2, 7, 3, 1, 5, 3, 6, 0, 5, 2, 6, 1, 7, 4, 0, 3, 6, 4, 2, 7, 5, 1, 4
161. 0, 5, 3, 0, 4, 2, 0, 6, 1, 3, 5, 2, 7, 1, 6, 2, 7, 3, 6, 4, 7, 5, 1, 4
162. 0, 4, 1, 6, 4, 7, 3, 6, 2, 5, 1, 3, 0, 6, 3, 5, 0, 2, 5, 7, 2, 4, 1, 7
163. 0, 5, 1, 7, 3, 1, 4, 6, 0, 2, 6, 4, 7, 5, 3, 6, 1, 3, 0, 4, 2, 5, 7, 2
164. 0, 6, 3, 7, 2, 0, 5, 7, 2, 6, 3, 1, 6, 4, 2, 5, 1, 4, 7, 1, 5, 3, 0, 4
165. 0, 5, 3, 0, 2, 6, 0, 4, 6, 2, 5, 7, 3, 6, 1, 5, 3, 1, 7, 4, 2, 7, 1, 4
166. 0, 4, 1, 5, 2, 0, 6, 2, 4, 7, 3, 5, 0, 3, 7, 2, 5, 7, 1, 6, 3, 1, 4, 6
167. 0, 5, 2, 4, 1, 5, 7, 4, 0, 3, 6, 4, 1, 3, 5, 2, 0, 6, 2, 7, 1, 6, 3, 7
168. 0, 3, 5, 7, 3, 6, 0, 4, 2, 0, 5, 2, 7, 1, 6, 4, 2, 6, 1, 4, 7, 3, 1, 5
169. 0, 4, 2, 0, 6, 3, 7, 5, 0, 3, 5, 2, 6, 3, 1, 4, 2, 7, 1, 6, 4, 7, 1, 5
170. 0, 3, 6, 4, 1, 6, 0, 5, 1, 4, 7, 5, 2, 4, 0, 2, 6, 3, 1, 7, 2, 5, 3, 7
171. 0, 6, 4, 7, 1, 4, 2, 5, 7, 3, 1, 7, 2, 6, 3, 5, 1, 6, 4, 0, 5, 3, 0, 2
172. 0, 5, 7, 4, 0, 2, 7, 3, 1, 7, 4, 2, 6, 0, 3, 5, 2, 6, 3, 1, 4, 6, 1, 5
173. 0, 4, 2, 7, 5, 0, 2, 5, 3, 6, 4, 1, 3, 6, 1, 4, 7, 2, 6, 0, 3, 7, 1, 5
174. 0, 4, 2, 5, 7, 2, 0, 3, 6, 1, 7, 3, 1, 5, 3, 7, 4, 1, 6, 4, 2, 6, 0, 5
175. 0, 6, 1, 3, 7, 5, 3, 6, 2, 5, 7, 1, 5, 0, 3, 1, 4, 2, 6, 4, 7, 2, 0, 4
176. 0, 2, 5, 7, 1, 5, 3, 1, 6, 3, 0, 6, 2, 4, 0, 5, 7, 2, 6, 4, 7, 3, 1, 4
177. 0, 2, 7, 1, 6, 3, 1, 6, 4, 0, 5, 3, 7, 5, 1, 4, 7, 2, 6, 0, 3, 5, 2, 4
178. 0, 5, 7, 1, 4, 6, 2, 0, 4, 1, 3, 5, 1, 6, 0, 3, 7, 5, 2, 7, 4, 2, 6, 3
179. 0, 5, 7, 4, 2, 6, 4, 2, 5, 1, 3, 5, 7, 2, 0, 4, 1, 6, 3, 7, 1, 3, 0, 6
180. 0, 5, 3, 1, 6, 3, 5, 1, 6, 4, 0, 2, 7, 1, 4, 7, 5, 2, 6, 0, 3, 7, 2, 4
181. 0, 3, 5, 1, 4, 2, 6, 3, 1, 6, 0, 2, 4, 7, 5, 0, 4, 6, 1, 7, 2, 5, 3, 7
182. 0, 4, 1, 7, 3, 1, 6, 2, 4, 6, 3, 0, 6, 1, 5, 2, 0, 5, 7, 2, 4, 7, 3, 5
183. 0, 4, 7, 3, 1, 6, 4, 2, 7, 1, 6, 2, 4, 1, 5, 3, 0, 2, 5, 3, 6, 0, 5, 7
184. 0, 5, 3, 6, 2, 0, 4, 6, 0, 3, 1, 7, 2, 4, 6, 1, 4, 7, 3, 5, 7, 1, 5, 2
185. 0, 3, 1, 7, 3, 5, 7, 4, 1, 5, 3, 6, 2, 5, 0, 4, 2, 7, 4, 6, 0, 2, 6, 1
186. 0, 5, 2, 4, 6, 1, 5, 7, 2, 6, 4, 0, 2, 5, 3, 7, 4, 1, 3, 0, 6, 3, 1, 7
187. 0, 4, 2, 0, 6, 1, 7, 4, 1, 3, 5, 2, 6, 4, 1, 5, 0, 3, 5, 7, 2, 6, 3, 7
188. 0, 6, 3, 1, 6, 2, 5, 7, 2, 4, 0, 2, 5, 3, 7, 4, 1, 5, 0, 3, 6, 4, 1, 7
