menor tamanho: 17

39. 0, 4, 1, 6, 3, 1, 7, 4, 6, 0, 5, 2, 7, 5, 3, 0, 2, 4
40. 0, 5, 7, 2, 0, 4, 2, 5, 3, 0, 6, 3, 1, 4, 7, 1, 6, 4
41. 0, 5, 3, 0, 6, 1, 7, 2, 0, 4, 2, 5, 7, 4, 1, 3, 6, 4
42. 0, 4, 1, 7, 5, 3, 6, 4, 2, 5, 0, 3, 1, 6, 0, 2, 7, 4
43. 0, 3, 6, 4, 1, 3, 5, 7, 4, 2, 7, 1, 6, 0, 5, 2, 0, 4
44. 0, 6, 4, 1, 6, 3, 5, 2, 7, 5, 0, 2, 4, 7, 1, 3, 0, 4
45. 0, 4, 1, 7, 2, 4, 7, 5, 0, 2, 5, 3, 1, 6, 0, 3, 6, 4
46. 0, 3, 5, 0, 4, 2, 0, 6, 3, 1, 6, 4, 1, 7, 2, 5, 7, 4
47. 0, 4, 1, 3, 6, 0, 3, 5, 0, 2, 7, 5, 2, 4, 7, 1, 6, 4
48. 0, 5, 3, 1, 7, 4, 2, 7, 5, 2, 0, 6, 1, 4, 6, 3, 0, 4
49. 0, 4, 2, 0, 3, 6, 1, 3, 5, 7, 2, 5, 0, 6, 4, 1, 7, 4
50. 0, 4, 1, 6, 4, 2, 0, 3, 5, 7, 1, 3, 6, 0, 5, 2, 7, 4
51. 0, 3, 5, 2, 4, 7, 2, 0, 6, 4, 1, 3, 6, 1, 7, 5, 0, 4
52. 0, 4, 2, 0, 6, 3, 0, 5, 2, 7, 1, 4, 6, 1, 3, 5, 7, 4
53. 0, 2, 5, 0, 6, 3, 5, 7, 4, 1, 3, 0, 4, 2, 7, 1, 6, 4
54. 0, 5, 2, 0, 6, 3, 0, 4, 1, 3, 5, 7, 1, 6, 4, 7, 2, 4
55. 0, 3, 1, 7, 2, 0, 5, 3, 6, 4, 1, 6, 0, 4, 2, 5, 7, 4
56. 0, 5, 3, 1, 7, 5, 2, 4, 7, 2, 0, 3, 6, 1, 4, 6, 0, 4
57. 0, 3, 1, 6, 4, 7, 5, 2, 4, 1, 7, 2, 0, 6, 3, 5, 0, 4
58. 0, 3, 5, 2, 7, 5, 0, 4, 2, 0, 6, 1, 4, 7, 1, 3, 6, 4
59. 0, 4, 1, 3, 5, 2, 7, 5, 0, 2, 4, 6, 3, 0, 6, 1, 7, 4
60. 0, 2, 5, 0, 6, 4, 2, 7, 4, 1, 6, 3, 5, 7, 1, 3, 0, 4
61. 0, 5, 2, 0, 3, 6, 0, 4, 7, 1, 4, 6, 1, 3, 5, 7, 2, 4
62. 0, 5, 7, 2, 4, 7, 1, 6, 3, 5, 2, 0, 3, 1, 4, 6, 0, 4
63. 0, 2, 5, 0, 4, 6, 0, 3, 1, 4, 2, 7, 1, 6, 3, 5, 7, 4
64. 0, 3, 6, 0, 2, 4, 7, 2, 5, 0, 4, 1, 7, 5, 3, 1, 6, 4
65. 0, 3, 6, 1, 3, 5, 0, 4, 6, 0, 2, 5, 7, 1, 4, 7, 2, 4
66. 0, 3, 6, 0, 5, 2, 4, 7, 5, 3, 1, 7, 2, 0, 4, 1, 6, 4
67. 0, 4, 7, 2, 0, 3, 5, 7, 1, 3, 6, 0, 5, 2, 4, 6, 1, 4
68. 0, 3, 5, 7, 2, 5, 0, 6, 3, 1, 7, 4, 6, 1, 4, 2, 0, 4
69. 0, 4, 7, 2, 5, 7, 1, 4, 6, 3, 0, 6, 1, 3, 5, 0, 2, 4
70. 0, 3, 1, 7, 2, 0, 6, 3, 5, 0, 4, 6, 1, 4, 2, 5, 7, 4
71. 0, 5, 7, 1, 3, 6, 0, 4, 2, 0, 3, 5, 2, 7, 4, 6, 1, 4
72. 0, 6, 4, 2, 5, 3, 6, 1, 3, 0, 4, 7, 5, 0, 2, 7, 1, 4
73. 0, 5, 2, 4, 7, 1, 6, 4, 1, 3, 0, 2, 7, 5, 3, 6, 0, 4
74. 0, 2, 7, 5, 0, 4, 1, 3, 0, 6, 3, 5, 2, 4, 6, 1, 7, 4
75. 0, 5, 3, 6, 4, 1, 7, 4, 2, 7, 5, 2, 0, 6, 1, 3, 0, 4
76. 0, 6, 3, 1, 7, 2, 4, 7, 5, 0, 2, 5, 3, 0, 4, 6, 1, 4
77. 0, 3, 1, 4, 2, 7, 1, 6, 0, 4, 7, 5, 2, 0, 5, 3, 6, 4
78. 0, 4, 1, 3, 6, 1, 7, 4, 6, 0, 2, 5, 3, 0, 5, 7, 2, 4
79. 0, 4, 1, 7, 4, 2, 0, 5, 7, 2, 5, 3, 0, 6, 3, 1, 6, 4
80. 0, 6, 3, 0, 4, 2, 5, 3, 1, 4, 6, 1, 7, 5, 0, 2, 7, 4
81. 0, 5, 7, 4, 6, 1, 3, 0, 6, 3, 5, 2, 4, 1, 7, 2, 0, 4
82. 0, 3, 1, 6, 3, 5, 2, 0, 5, 7, 1, 4, 2, 7, 4, 6, 0, 4
83. 0, 3, 5, 0, 4, 7, 2, 4, 1, 3, 6, 1, 7, 5, 2, 0, 6, 4
84. 0, 3, 5, 0, 6, 1, 3, 6, 4, 1, 7, 2, 5, 7, 4, 2, 0, 4
85. 0, 5, 3, 1, 7, 2, 5, 7, 4, 2, 0, 6, 3, 0, 4, 6, 1, 4
86. 0, 6, 3, 5, 0, 3, 1, 4, 7, 2, 0, 4, 6, 1, 7, 5, 2, 4
87. 0, 4, 1, 7, 5, 0, 6, 3, 0, 2, 7, 4, 6, 1, 3, 5, 2, 4
88. 0, 4, 6, 3, 0, 5, 2, 7, 5, 3, 1, 6, 0, 2, 4, 7, 1, 4
89. 0, 5, 3, 1, 6, 3, 0, 4, 1, 7, 4, 6, 0, 2, 7, 5, 2, 4
90. 0, 2, 7, 1, 6, 0, 3, 5, 2, 4, 7, 5, 0, 4, 6, 3, 1, 4
91. 0, 4, 6, 3, 0, 2, 4, 1, 6, 0, 5, 3, 1, 7, 2, 5, 7, 4
92. 0, 4, 2, 5, 7, 4, 1, 3, 6, 1, 7, 2, 0, 3, 5, 0, 6, 4
93. 0, 2, 4, 7, 5, 3, 6, 0, 5, 2, 7, 1, 6, 4, 1, 3, 0, 4
94. 0, 6, 4, 2, 5, 3, 1, 6, 3, 0, 5, 7, 4, 1, 7, 2, 0, 4
95. 0, 4, 7, 2, 5, 0, 2, 4, 1, 6, 3, 1, 7, 5, 3, 0, 6, 4
96. 0, 6, 3, 5, 2, 7, 4, 6, 1, 4, 2, 0, 5, 7, 1, 3, 0, 4
97. 0, 6, 4, 2, 5, 7, 1, 6, 3, 1, 4, 7, 2, 0, 3, 5, 0, 4
98. 0, 3, 1, 4, 6, 1, 7, 5, 2, 0, 5, 3, 6, 0, 4, 2, 7, 4
99. 0, 3, 5, 7, 1, 3, 6, 4, 1, 6, 0, 4, 7, 2, 0, 5, 2, 4
100. 0, 2, 7, 5, 2, 4, 6, 1, 3, 6, 0, 3, 5, 0, 4, 1, 7, 4
101. 0, 5, 3, 0, 6, 1, 7, 2, 4, 1, 3, 6, 4, 7, 5, 2, 0, 4
102. 0, 4, 2, 7, 5, 2, 0, 3, 5, 0, 6, 1, 3, 6, 4, 7, 1, 4
103. 0, 2, 7, 5, 0, 4, 6, 1, 3, 6, 0, 3, 5, 2, 4, 7, 1, 4
104. 0, 4, 7, 5, 0, 2, 5, 3, 0, 6, 1, 4, 6, 3, 1, 7, 2, 4
105. 0, 4, 6, 3, 0, 5, 3, 1, 7, 2, 5, 7, 4, 2, 0, 6, 1, 4
106. 0, 4, 2, 7, 1, 4, 7, 5, 2, 0, 3, 1, 6, 3, 5, 0, 6, 4
107. 0, 5, 3, 6, 0, 4, 6, 1, 4, 7, 1, 3, 0, 2, 7, 5, 2, 4
108. 0, 3, 6, 4, 1, 7, 5, 3, 1, 6, 0, 2, 4, 7, 2, 5, 0, 4
109. 0, 6, 1, 3, 5, 0, 2, 7, 4, 6, 3, 0, 4, 2, 5, 7, 1, 4
110. 0, 3, 5, 0, 2, 4, 7, 5, 2, 7, 1, 6, 0, 4, 1, 3, 6, 4
111. 0, 2, 5, 3, 1, 7, 4, 6, 0, 4, 1, 6, 3, 0, 5, 7, 2, 4
112. 0, 3, 1, 4, 6, 1, 7, 4, 2, 7, 5, 0, 6, 3, 5, 2, 0, 4
113. 0, 5, 2, 4, 1, 3, 5, 7, 4, 6, 1, 7, 2, 0, 3, 6, 0, 4
114. 0, 5, 3, 0, 4, 7, 2, 4, 6, 3, 1, 6, 0, 2, 5, 7, 1, 4
115. 0, 6, 3, 0, 4, 2, 0, 5, 2, 7, 1, 3, 5, 7, 4, 6, 1, 4
116. 0, 4, 1, 3, 0, 2, 4, 6, 3, 5, 0, 6, 1, 7, 2, 5, 7, 4
117. 0, 3, 1, 7, 5, 2, 0, 5, 3, 6, 0, 4, 6, 1, 4, 7, 2, 4
118. 0, 5, 7, 2, 4, 7, 1, 6, 3, 5, 2, 0, 6, 4, 1, 3, 0, 4
119. 0, 3, 1, 4, 2, 5, 3, 6, 1, 7, 4, 6, 0, 2, 7, 5, 0, 4
120. 0, 5, 2, 7, 1, 4, 7, 5, 3, 0, 4, 2, 0, 6, 1, 3, 6, 4
121. 0, 3, 1, 4, 7, 5, 2, 0, 4, 2, 7, 1, 6, 0, 5, 3, 6, 4
122. 0, 4, 7, 5, 3, 6, 1, 3, 0, 6, 4, 2, 5, 0, 2, 7, 1, 4
123. 0, 6, 3, 5, 0, 2, 5, 7, 4, 1, 7, 2, 4, 6, 1, 3, 0, 4
124. 0, 5, 3, 0, 4, 1, 6, 0, 2, 4, 7, 5, 2, 7, 1, 3, 6, 4
125. 0, 2, 7, 5, 0, 6, 3, 0, 4, 6, 1, 3, 5, 2, 4, 1, 7, 4
126. 0, 5, 2, 0, 6, 3, 0, 4, 6, 1, 4, 2, 7, 5, 3, 1, 7, 4
127. 0, 6, 3, 5, 7, 1, 3, 0, 2, 7, 4, 2, 5, 0, 4, 1, 6, 4
128. 0, 6, 3, 5, 0, 4, 2, 0, 3, 1, 4, 7, 5, 2, 7, 1, 6, 4
129. 0, 5, 2, 0, 4, 6, 0, 3, 5, 7, 2, 4, 1, 3, 6, 1, 7, 4
130. 0, 4, 2, 5, 0, 2, 7, 4, 6, 1, 3, 0, 6, 3, 5, 7, 1, 4
131. 0, 3, 6, 1, 7, 4, 6, 0, 4, 2, 7, 5, 2, 0, 5, 3, 1, 4
132. 0, 2, 4, 6, 1, 7, 5, 3, 6, 0, 5, 2, 7, 4, 1, 3, 0, 4
133. 0, 2, 7, 1, 6, 4, 7, 5, 2, 4, 1, 3, 6, 0, 3, 5, 0, 4
134. 0, 5, 3, 1, 4, 7, 5, 2, 0, 6, 3, 0, 4, 2, 7, 1, 6, 4
135. 0, 5, 2, 0, 3, 6, 0, 4, 1, 7, 4, 6, 1, 3, 5, 7, 2, 4
136. 0, 3, 6, 0, 5, 7, 1, 3, 5, 2, 7, 4, 1, 6, 4, 2, 0, 4
137. 0, 2, 5, 3, 6, 0, 3, 1, 7, 5, 0, 4, 1, 6, 4, 2, 7, 4
138. 0, 5, 7, 1, 4, 7, 2, 5, 3, 1, 6, 4, 2, 0, 6, 3, 0, 4
139. 0, 6, 3, 0, 5, 2, 4, 6, 1, 4, 7, 1, 3, 5, 7, 2, 0, 4
140. 0, 4, 2, 5, 3, 1, 6, 0, 3, 6, 4, 7, 2, 0, 5, 7, 1, 4
141. 0, 3, 5, 7, 2, 5, 0, 4, 2, 0, 6, 4, 1, 3, 6, 1, 7, 4
142. 0, 6, 3, 0, 2, 5, 7, 2, 4, 1, 3, 5, 0, 4, 7, 1, 6, 4
143. 0, 6, 1, 3, 5, 2, 7, 4, 1, 7, 5, 0, 4, 6, 3, 0, 2, 4
144. 0, 3, 6, 0, 5, 2, 0, 4, 6, 1, 3, 5, 7, 4, 1, 7, 2, 4
145. 0, 2, 5, 3, 0, 4, 6, 1, 7, 5, 0, 6, 3, 1, 4, 7, 2, 4
146. 0, 3, 1, 4, 6, 3, 5, 0, 6, 1, 7, 5, 2, 7, 4, 2, 0, 4
147. 0, 6, 4, 7, 2, 0, 4, 2, 5, 0, 3, 6, 1, 3, 5, 7, 1, 4
148. 0, 4, 1, 6, 4, 2, 5, 3, 0, 2, 7, 1, 3, 6, 0, 5, 7, 4
149. 0, 4, 6, 3, 0, 2, 4, 1, 3, 5, 2, 7, 1, 6, 0, 5, 7, 4
150. 0, 3, 6, 0, 5, 7, 1, 6, 4, 1, 3, 5, 2, 0, 4, 7, 2, 4
151. 0, 6, 3, 0, 4, 2, 7, 1, 3, 5, 0, 2, 5, 7, 4, 6, 1, 4
152. 0, 4, 6, 1, 4, 7, 1, 3, 5, 2, 7, 5, 0, 3, 6, 0, 2, 4
153. 0, 4, 6, 0, 5, 2, 0, 3, 6, 1, 3, 5, 7, 2, 4, 1, 7, 4
154. 0, 3, 5, 7, 2, 5, 0, 6, 1, 7, 4, 1, 3, 6, 4, 2, 0, 4
155. 0, 2, 4, 7, 2, 5, 3, 6, 4, 1, 6, 0, 5, 7, 1, 3, 0, 4
156. 0, 6, 4, 7, 2, 0, 3, 6, 1, 7, 5, 0, 4, 1, 3, 5, 2, 4
157. 0, 4, 1, 6, 4, 7, 1, 3, 5, 7, 2, 5, 0, 6, 3, 0, 2, 4
158. 0, 6, 3, 0, 4, 6, 1, 7, 4, 1, 3, 5, 0, 2, 7, 5, 2, 4
159. 0, 4, 6, 0, 2, 7, 5, 3, 1, 7, 4, 1, 6, 3, 0, 5, 2, 4
160. 0, 6, 3, 0, 5, 7, 1, 3, 5, 2, 7, 4, 1, 6, 4, 2, 0, 4
161. 0, 6, 3, 1, 7, 5, 2, 4, 7, 2, 0, 3, 5, 0, 4, 6, 1, 4
162. 0, 2, 7, 5, 0, 4, 2, 5, 3, 0, 6, 4, 7, 1, 3, 6, 1, 4
163. 0, 6, 3, 0, 5, 7, 2, 4, 1, 7, 4, 6, 1, 3, 5, 2, 0, 4
164. 0, 3, 5, 7, 4, 6, 1, 3, 6, 0, 5, 2, 4, 1, 7, 2, 0, 4
165. 0, 2, 5, 3, 0, 5, 7, 2, 4, 7, 1, 4, 6, 3, 1, 6, 0, 4
166. 0, 2, 4, 7, 2, 5, 0, 4, 1, 6, 0, 3, 1, 7, 5, 3, 6, 4
167. 0, 5, 2, 0, 3, 5, 7, 1, 3, 6, 1, 4, 7, 2, 4, 6, 0, 4
168. 0, 5, 7, 4, 2, 5, 3, 6, 1, 7, 2, 0, 6, 4, 1, 3, 0, 4
169. 0, 4, 7, 1, 4, 6, 1, 3, 0, 2, 7, 5, 0, 6, 3, 5, 2, 4
170. 0, 5, 3, 0, 6, 3, 1, 7, 4, 6, 1, 4, 2, 5, 7, 2, 0, 4
171. 0, 3, 1, 7, 2, 0, 6, 3, 5, 7, 4, 6, 1, 4, 2, 5, 0, 4
172. 0, 4, 2, 0, 6, 1, 7, 5, 0, 3, 1, 4, 7, 2, 5, 3, 6, 4
173. 0, 3, 5, 7, 4, 1, 6, 4, 2, 7, 1, 3, 6, 0, 2, 5, 0, 4
174. 0, 2, 7, 5, 0, 6, 3, 1, 7, 4, 2, 5, 3, 0, 4, 6, 1, 4
175. 0, 3, 6, 0, 2, 7, 4, 2, 5, 0, 4, 6, 1, 7, 5, 3, 1, 4
176. 0, 2, 7, 5, 3, 1, 4, 2, 5, 0, 3, 6, 1, 7, 4, 6, 0, 4
177. 0, 6, 1, 3, 0, 5, 7, 2, 4, 6, 3, 5, 2, 0, 4, 7, 1, 4
178. 0, 2, 5, 7, 1, 3, 6, 4, 7, 2, 4, 1, 6, 0, 5, 3, 0, 4
179. 0, 4, 1, 7, 5, 2, 4, 6, 1, 3, 6, 0, 3, 5, 0, 2, 7, 4
180. 0, 6, 4, 1, 3, 6, 1, 7, 5, 2, 0, 3, 5, 0, 4, 2, 7, 4
181. 0, 6, 3, 0, 5, 7, 1, 3, 5, 2, 0, 4, 2, 7, 4, 6, 1, 4
182. 0, 3, 5, 2, 4, 1, 6, 0, 2, 7, 4, 6, 3, 1, 7, 5, 0, 4
183. 0, 4, 1, 7, 5, 3, 0, 6, 1, 3, 6, 4, 2, 0, 5, 2, 7, 4
184. 0, 5, 2, 7, 5, 3, 0, 2, 4, 1, 6, 0, 4, 7, 1, 3, 6, 4
185. 0, 6, 1, 4, 2, 7, 4, 6, 3, 1, 7, 5, 0, 2, 5, 3, 0, 4
186. 0, 5, 3, 0, 4, 6, 0, 2, 7, 1, 6, 3, 1, 4, 2, 5, 7, 4
187. 0, 2, 7, 4, 6, 1, 4, 2, 5, 0, 6, 3, 5, 7, 1, 3, 0, 4
188. 0, 6, 1, 7, 5, 0, 2, 5, 3, 0, 4, 7, 2, 4, 6, 3, 1, 4
189. 0, 2, 7, 1, 6, 0, 3, 5, 0, 4, 6, 3, 1, 4, 2, 5, 7, 4
190. 0, 6, 3, 1, 4, 6, 1, 7, 2, 0, 5, 3, 0, 4, 7, 5, 2, 4
191. 0, 2, 5, 7, 4, 2, 7, 1, 6, 4, 1, 3, 6, 0, 3, 5, 0, 4
192. 0, 5, 3, 0, 4, 7, 2, 5, 7, 1, 3, 6, 1, 4, 6, 0, 2, 4
193. 0, 2, 4, 1, 7, 2, 5, 3, 6, 0, 4, 6, 1, 3, 0, 5, 7, 4
194. 0, 4, 6, 1, 4, 2, 5, 3, 1, 7, 2, 0, 3, 6, 0, 5, 7, 4
195. 0, 6, 4, 1, 7, 2, 4, 7, 5, 0, 2, 5, 3, 1, 6, 3, 0, 4
196. 0, 6, 3, 0, 2, 7, 1, 6, 4, 2, 5, 0, 4, 7, 5, 3, 1, 4
197. 0, 3, 5, 0, 4, 6, 0, 2, 5, 7, 1, 6, 3, 1, 4, 7, 2, 4
198. 0, 5, 3, 0, 6, 4, 2, 7, 4, 1, 6, 3, 1, 7, 5, 2, 0, 4
199. 0, 4, 6, 3, 1, 6, 0, 5, 3, 0, 2, 7, 1, 4, 7, 5, 2, 4
200. 0, 4, 6, 3, 1, 6, 0, 3, 5, 7, 2, 0, 5, 2, 4, 1, 7, 4
201. 0, 4, 1, 6, 0, 3, 1, 7, 4, 2, 0, 5, 2, 7, 5, 3, 6, 4
202. 0, 6, 1, 3, 6, 4, 2, 5, 7, 1, 4, 7, 2, 0, 3, 5, 0, 4
203. 0, 2, 5, 0, 6, 1, 3, 5, 7, 2, 4, 1, 7, 4, 6, 3, 0, 4
204. 0, 6, 3, 0, 4, 6, 1, 4, 7, 2, 0, 5, 7, 1, 3, 5, 2, 4
205. 0, 4, 7, 1, 4, 2, 0, 5, 7, 2, 5, 3, 1, 6, 0, 3, 6, 4
206. 0, 6, 4, 1, 3, 0, 4, 7, 2, 5, 7, 1, 6, 3, 5, 0, 2, 4
207. 0, 4, 1, 3, 0, 5, 2, 4, 7, 1, 6, 3, 5, 7, 2, 0, 6, 4
208. 0, 4, 1, 7, 4, 2, 7, 5, 0, 6, 1, 3, 5, 2, 0, 3, 6, 4
209. 0, 2, 5, 0, 3, 5, 7, 2, 4, 1, 3, 6, 1, 7, 4, 6, 0, 4
210. 0, 2, 7, 1, 6, 0, 5, 3, 0, 4, 6, 3, 1, 4, 7, 5, 2, 4
211. 0, 4, 7, 2, 5, 7, 1, 4, 2, 0, 5, 3, 1, 6, 3, 0, 6, 4
212. 0, 5, 2, 4, 1, 7, 2, 0, 4, 6, 3, 0, 6, 1, 3, 5, 7, 4
213. 0, 6, 4, 1, 7, 4, 2, 7, 5, 2, 0, 5, 3, 6, 1, 3, 0, 4
214. 0, 3, 1, 7, 5, 3, 6, 0, 2, 4, 6, 1, 4, 7, 2, 5, 0, 4
215. 0, 5, 2, 4, 1, 3, 5, 7, 1, 6, 0, 4, 6, 3, 0, 2, 7, 4
216. 0, 5, 7, 4, 2, 7, 1, 4, 6, 1, 3, 0, 2, 5, 3, 6, 0, 4
217. 0, 3, 6, 0, 2, 4, 1, 3, 5, 0, 4, 6, 1, 7, 2, 5, 7, 4
218. 0, 4, 2, 5, 0, 6, 3, 0, 2, 7, 1, 4, 6, 1, 3, 5, 7, 4
219. 0, 4, 6, 1, 7, 5, 0, 6, 3, 0, 2, 5, 3, 1, 4, 7, 2, 4
220. 0, 4, 1, 7, 5, 0, 6, 3, 1, 6, 4, 2, 0, 3, 5, 2, 7, 4
221. 0, 2, 7, 5, 2, 4, 6, 0, 3, 5, 0, 4, 7, 1, 6, 3, 1, 4
222. 0, 3, 6, 0, 2, 5, 0, 4, 1, 7, 5, 3, 1, 6, 4, 7, 2, 4
223. 0, 2, 4, 1, 7, 5, 3, 1, 6, 3, 0, 5, 2, 7, 4, 6, 0, 4
224. 0, 6, 3, 0, 5, 3, 1, 4, 6, 1, 7, 2, 0, 4, 7, 5, 2, 4
225. 0, 3, 6, 1, 3, 5, 7, 1, 4, 6, 0, 4, 7, 2, 0, 5, 2, 4
226. 0, 6, 3, 1, 6, 4, 2, 0, 4, 7, 2, 5, 3, 0, 5, 7, 1, 4
227. 0, 4, 1, 6, 3, 1, 7, 5, 3, 0, 6, 4, 7, 2, 5, 0, 2, 4
228. 0, 3, 1, 6, 4, 1, 7, 2, 0, 4, 2, 5, 0, 6, 3, 5, 7, 4
229. 0, 2, 5, 7, 1, 4, 6, 0, 3, 1, 6, 3, 5, 0, 4, 7, 2, 4
230. 0, 5, 7, 4, 2, 5, 3, 6, 4, 1, 6, 0, 3, 1, 7, 2, 0, 4
231. 0, 6, 3, 1, 6, 4, 7, 1, 4, 2, 5, 7, 2, 0, 3, 5, 0, 4
232. 0, 6, 3, 5, 2, 0, 3, 1, 7, 2, 4, 6, 1, 4, 7, 5, 0, 4
233. 0, 6, 4, 1, 3, 6, 1, 7, 4, 2, 7, 5, 2, 0, 3, 5, 0, 4
234. 0, 4, 6, 3, 5, 2, 0, 6, 1, 3, 0, 5, 7, 4, 2, 7, 1, 4
235. 0, 6, 1, 7, 4, 2, 5, 7, 2, 0, 5, 3, 0, 4, 1, 3, 6, 4
236. 0, 2, 4, 6, 0, 3, 5, 2, 7, 1, 6, 3, 1, 4, 7, 5, 0, 4
237. 0, 6, 1, 4, 2, 0, 5, 7, 1, 3, 0, 4, 7, 2, 5, 3, 6, 4
238. 0, 5, 3, 0, 2, 7, 4, 2, 5, 7, 1, 3, 6, 0, 4, 6, 1, 4
239. 0, 2, 5, 0, 3, 1, 6, 0, 4, 7, 1, 4, 2, 7, 5, 3, 6, 4
240. 0, 5, 7, 2, 5, 3, 1, 4, 6, 1, 7, 4, 2, 0, 6, 3, 0, 4
241. 0, 4, 2, 7, 1, 3, 0, 2, 5, 3, 6, 4, 1, 6, 0, 5, 7, 4
242. 0, 2, 5, 0, 4, 1, 6, 0, 3, 6, 4, 7, 5, 3, 1, 7, 2, 4
243. 0, 2, 4, 1, 3, 6, 1, 7, 5, 2, 7, 4, 6, 0, 5, 3, 0, 4
244. 0, 5, 7, 4, 2, 7, 1, 6, 0, 4, 1, 3, 5, 2, 0, 3, 6, 4
245. 0, 5, 2, 0, 6, 1, 7, 2, 4, 6, 3, 1, 4, 7, 5, 3, 0, 4
246. 0, 2, 7, 5, 0, 3, 6, 0, 4, 1, 6, 4, 7, 1, 3, 5, 2, 4
247. 0, 5, 7, 2, 4, 7, 1, 4, 6, 3, 0, 2, 5, 3, 1, 6, 0, 4
248. 0, 3, 5, 2, 0, 4, 1, 3, 6, 1, 7, 2, 4, 6, 0, 5, 7, 4
249. 0, 6, 1, 4, 7, 1, 3, 0, 2, 5, 0, 4, 2, 7, 5, 3, 6, 4
250. 0, 3, 5, 7, 2, 0, 4, 6, 3, 1, 4, 7, 1, 6, 0, 5, 2, 4
251. 0, 6, 3, 0, 2, 4, 1, 7, 5, 2, 7, 4, 6, 1, 3, 5, 0, 4
252. 0, 3, 6, 4, 2, 5, 7, 2, 0, 4, 7, 1, 6, 0, 5, 3, 1, 4
253. 0, 6, 4, 7, 1, 3, 0, 5, 7, 2, 0, 4, 2, 5, 3, 6, 1, 4
254. 0, 3, 6, 0, 4, 7, 1, 6, 4, 2, 7, 5, 0, 2, 5, 3, 1, 4
255. 0, 4, 1, 6, 0, 2, 5, 3, 0, 5, 7, 2, 4, 7, 1, 3, 6, 4
256. 0, 6, 3, 5, 7, 4, 6, 1, 3, 0, 2, 7, 1, 4, 2, 5, 0, 4
257. 0, 5, 3, 0, 4, 7, 2, 4, 1, 3, 6, 1, 7, 5, 2, 0, 6, 4
258. 0, 3, 6, 1, 7, 2, 5, 3, 1, 4, 7, 5, 0, 6, 4, 2, 0, 4
